12195038,41455,41429,41434,41437,41463,41433,41413,41455,41457,41415,41468,41452,41475,41560,41554,41568,41569,41585,41538,41549,41498,41542,41448,41471,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.38,000000000
12195371,41454,41427,41433,41439,41464,41438,41413,41455,41457,41415,41467,41449,41474,41559,41554,41567,41570,41586,41538,41549,41499,41542,41449,41472,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.50,000000000
12195594,41454,41428,41435,41440,41464,41437,41414,41454,41458,41415,41465,41449,41475,41559,41554,41568,41569,41587,41538,41549,41499,41543,41450,41471,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.62,000000000
12195817,41454,41429,41433,41439,41463,41436,41414,41453,41458,41414,41467,41448,41474,41559,41553,41567,41569,41586,41538,41550,41498,41543,41449,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.34,0.44,000000000
12196040,41455,41428,41433,41438,41465,41435,41412,41453,41456,41415,41467,41448,41474,41559,41554,41567,41570,41586,41539,41550,41499,41542,41448,41472,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.47,000000000
12196375,41456,41428,41435,41439,41464,41436,41412,41454,41457,41417,41467,41449,41475,41559,41554,41566,41570,41585,41538,41548,41498,41543,41450,41472,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.47,000000000
12196711,41454,41429,41434,41437,41464,41436,41412,41455,41457,41417,41468,41450,41473,41559,41554,41567,41570,41586,41537,41548,41498,41541,41447,41475,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.45,000000000
12196934,41455,41428,41436,41437,41464,41434,41413,41454,41456,41415,41466,41448,41475,41559,41555,41567,41569,41585,41538,41548,41499,41542,41449,41471,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12197157,41455,41428,41436,41439,41465,41436,41413,41455,41456,41415,41468,41449,41474,41560,41554,41567,41570,41586,41538,41547,41498,41544,41449,41473,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.47,000000000
12197380,41453,41428,41435,41439,41463,41438,41414,41453,41458,41417,41466,41450,41474,41559,41554,41569,41568,41586,41538,41549,41499,41542,41448,41473,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.45,000000000
12197603,41455,41429,41433,41436,41464,41434,41413,41454,41457,41414,41467,41449,41475,41560,41553,41567,41570,41586,41538,41548,41498,41542,41451,41473,20.38,20.51,20.36,20.40,27.98,25.46,24.33,0.45,000000000
12197826,41454,41428,41433,41437,41465,41434,41413,41456,41457,41416,41466,41448,41474,41561,41554,41567,41570,41586,41539,41550,41498,41543,41448,41471,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.51,000000000
12198049,41454,41430,41435,41439,41464,41434,41412,41453,41457,41417,41467,41447,41474,41561,41554,41567,41569,41586,41538,41549,41499,41542,41449,41472,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.42,000000000
12198272,41454,41429,41435,41439,41464,41434,41414,41454,41455,41415,41466,41447,41474,41560,41554,41569,41569,41586,41538,41548,41498,41542,41449,41471,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12198495,41453,41429,41434,41437,41466,41437,41414,41455,41457,41416,41467,41451,41474,41559,41554,41567,41568,41586,41539,41548,41499,41543,41448,41471,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.48,000000000
12198718,41455,41428,41434,41438,41463,41437,41414,41455,41457,41416,41466,41448,41476,41560,41553,41567,41570,41586,41538,41549,41499,41542,41448,41471,20.38,20.51,20.36,20.40,27.98,25.46,24.33,0.45,000000000
12198941,41455,41430,41435,41438,41466,41436,41413,41454,41458,41417,41468,41448,41473,41559,41554,41569,41570,41588,41537,41547,41498,41543,41449,41472,20.38,20.52,20.36,20.40,27.98,25.46,24.33,0.42,000000000
12199164,41455,41428,41434,41438,41466,41437,41413,41453,41455,41415,41468,41448,41474,41560,41553,41567,41570,41588,41538,41547,41499,41543,41452,41473,20.37,20.51,20.36,20.39,27.98,25.45,24.33,0.47,000000000
12199387,41454,41428,41435,41438,41465,41436,41414,41456,41456,41416,41467,41447,41475,41558,41555,41566,41569,41584,41538,41548,41497,41542,41448,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.39,000000000
12199610,41453,41427,41432,41438,41465,41437,41413,41454,41456,41415,41467,41450,41474,41560,41555,41566,41569,41586,41539,41548,41499,41542,41447,41473,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.52,000000000
12199833,41455,41426,41434,41437,41463,41435,41412,41455,41457,41416,41466,41450,41475,41560,41555,41567,41569,41584,41540,41550,41501,41542,41449,41470,20.37,20.51,20.36,20.39,27.98,25.46,24.34,0.44,000000000
12200056,41454,41429,41433,41438,41463,41436,41414,41454,41455,41416,41466,41448,41475,41559,41555,41568,41570,41587,41538,41549,41498,41542,41448,41472,20.37,20.52,20.36,20.40,27.98,25.46,24.34,0.44,000000000
12200279,41453,41428,41434,41439,41465,41436,41412,41453,41457,41417,41467,41448,41474,41561,41554,41566,41570,41585,41538,41548,41497,41540,41448,41471,20.38,20.52,20.36,20.40,27.98,25.46,24.33,0.52,000000000
12200502,41455,41429,41433,41437,41463,41436,41412,41454,41457,41416,41467,41449,41475,41560,41553,41566,41571,41585,41539,41548,41497,41542,41449,41472,20.38,20.52,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12200725,41454,41429,41435,41438,41466,41435,41412,41455,41457,41418,41467,41449,41474,41559,41554,41566,41569,41586,41538,41549,41500,41542,41450,41472,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.51,000000000
12200948,41456,41428,41435,41439,41463,41436,41413,41453,41456,41415,41466,41449,41473,41559,41553,41566,41569,41585,41538,41547,41500,41542,41451,41473,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.47,000000000
12201283,41455,41429,41435,41439,41465,41436,41412,41454,41456,41416,41466,41448,41474,41560,41554,41567,41569,41586,41538,41549,41499,41542,41448,41471,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12201506,41455,41429,41435,41438,41465,41435,41412,41454,41457,41415,41467,41450,41473,41559,41553,41567,41569,41586,41538,41549,41499,41542,41448,41472,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.47,000000000
12201729,41454,41428,41433,41439,41464,41435,41412,41454,41458,41416,41468,41448,41475,41560,41554,41567,41571,41586,41539,41549,41500,41543,41447,41471,20.38,20.52,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12201952,41455,41430,41436,41438,41465,41435,41412,41454,41457,41416,41467,41449,41474,41559,41553,41568,41568,41587,41539,41550,41498,41542,41448,41472,20.38,20.51,20.36,20.40,27.98,25.46,24.33,0.40,000000000
12202175,41454,41428,41435,41440,41464,41437,41413,41455,41458,41416,41468,41451,41475,41561,41554,41568,41569,41588,41540,41548,41498,41543,41448,41472,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.46,000000000
12202398,41454,41428,41434,41438,41466,41435,41414,41455,41457,41417,41466,41449,41474,41557,41555,41567,41569,41586,41538,41549,41498,41543,41448,41471,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12202621,41453,41429,41434,41438,41465,41435,41414,41453,41457,41417,41467,41448,41474,41560,41554,41566,41569,41587,41539,41550,41498,41543,41448,41474,20.38,20.52,20.36,20.40,27.98,25.46,24.33,0.41,000000000
12202844,41455,41428,41436,41439,41464,41436,41412,41453,41458,41415,41467,41451,41474,41560,41553,41567,41570,41587,41538,41549,41499,41542,41448,41473,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.49,000000000
12203067,41454,41428,41432,41438,41464,41436,41413,41453,41456,41416,41467,41449,41475,41561,41554,41568,41570,41587,41540,41548,41499,41541,41448,41471,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.50,000000000
12203290,41454,41429,41435,41439,41465,41437,41412,41455,41457,41417,41467,41451,41475,41560,41554,41568,41571,41587,41539,41548,41498,41542,41447,41471,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.46,000000000
12203514,41455,41427,41434,41437,41464,41436,41413,41453,41456,41415,41468,41449,41473,41557,41554,41567,41570,41586,41538,41548,41499,41542,41449,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.47,000000000
12203737,41455,41428,41435,41438,41465,41436,41412,41454,41457,41417,41467,41449,41474,41559,41553,41567,41570,41587,41539,41548,41497,41541,41449,41472,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.52,000000000
12203960,41454,41429,41436,41438,41464,41436,41413,41454,41457,41417,41466,41448,41473,41558,41555,41566,41569,41586,41538,41548,41499,41542,41450,41473,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.41,000000000
12204183,41454,41429,41435,41437,41465,41436,41414,41454,41457,41413,41466,41447,41474,41559,41554,41566,41569,41584,41539,41550,41498,41541,41451,41473,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.44,000000000
12204406,41455,41428,41434,41439,41464,41435,41412,41453,41456,41415,41467,41448,41474,41559,41553,41566,41570,41586,41538,41548,41498,41542,41450,41472,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.45,000000000
12204629,41454,41429,41434,41440,41464,41439,41413,41455,41456,41415,41467,41451,41473,41559,41553,41567,41570,41587,41538,41549,41498,41542,41448,41472,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.41,000000000
12204852,41453,41429,41434,41438,41463,41435,41414,41456,41457,41416,41466,41450,41474,41559,41553,41566,41570,41585,41539,41549,41499,41541,41449,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.48,000000000
12205075,41455,41430,41436,41437,41465,41435,41412,41455,41458,41415,41465,41447,41474,41559,41553,41566,41569,41584,41539,41549,41497,41541,41448,41473,20.37,20.52,20.36,20.40,27.98,25.46,24.33,0.49,000000000
12205298,41454,41429,41435,41439,41464,41435,41412,41453,41456,41416,41466,41450,41474,41559,41554,41566,41570,41586,41538,41549,41499,41543,41448,41471,20.37,20.52,20.36,20.40,27.98,25.46,24.34,0.44,000000000
12205521,41455,41430,41434,41438,41465,41435,41413,41456,41457,41416,41466,41447,41475,41559,41554,41567,41570,41587,41538,41548,41498,41542,41450,41473,20.38,20.52,20.36,20.40,27.98,25.46,24.33,0.42,000000000
12205744,41455,41428,41436,41438,41466,41436,41414,41454,41456,41415,41467,41449,41475,41562,41553,41566,41570,41585,41538,41549,41498,41542,41448,41473,20.37,20.51,20.37,20.39,27.98,25.46,24.33,0.50,000000000
12205967,41454,41428,41433,41437,41465,41437,41413,41453,41457,41415,41467,41448,41474,41559,41555,41567,41569,41585,41538,41548,41499,41542,41449,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.43,000000000
12206190,41455,41429,41435,41439,41464,41436,41413,41454,41458,41415,41467,41450,41474,41559,41554,41566,41570,41586,41536,41549,41498,41542,41449,41472,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.44,000000000
12206413,41455,41430,41435,41438,41466,41436,41412,41455,41457,41415,41469,41449,41473,41559,41554,41567,41571,41586,41537,41549,41498,41541,41449,41472,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.41,000000000
12206636,41455,41429,41434,41440,41464,41435,41412,41455,41456,41416,41467,41448,41474,41560,41554,41567,41569,41587,41539,41549,41499,41542,41448,41471,20.38,20.52,20.36,20.40,27.98,25.45,24.33,0.46,000000000
12206859,41455,41431,41436,41437,41464,41436,41413,41454,41457,41415,41467,41449,41475,41559,41555,41565,41569,41586,41539,41550,41498,41542,41449,41473,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.46,000000000
12207082,41454,41427,41434,41439,41465,41436,41414,41453,41457,41417,41468,41449,41475,41561,41554,41568,41570,41586,41538,41548,41499,41542,41450,41472,20.37,20.51,20.36,20.40,27.99,25.46,24.33,0.46,000000000
12207305,41455,41428,41433,41437,41464,41436,41412,41454,41457,41414,41467,41448,41476,41559,41553,41566,41570,41586,41538,41548,41498,41543,41451,41473,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.40,000000000
12207528,41455,41429,41433,41438,41466,41436,41413,41454,41456,41415,41466,41449,41475,41560,41553,41567,41571,41585,41539,41547,41499,41541,41448,41472,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.42,000000000
12207751,41453,41429,41435,41439,41465,41435,41414,41453,41458,41415,41467,41446,41474,41559,41554,41567,41570,41587,41539,41548,41498,41544,41449,41473,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.43,000000000
12207974,41455,41430,41434,41438,41464,41437,41413,41455,41458,41414,41467,41449,41473,41559,41555,41566,41571,41584,41538,41549,41498,41542,41448,41471,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.38,000000000
12208197,41454,41428,41436,41439,41465,41438,41412,41453,41456,41417,41467,41451,41474,41559,41553,41567,41570,41587,41538,41549,41498,41542,41449,41472,20.37,20.52,20.36,20.39,27.99,25.46,24.34,0.46,000000000
12208420,41456,41429,41433,41440,41465,41436,41412,41453,41458,41416,41467,41448,41475,41559,41554,41567,41571,41587,41539,41549,41498,41542,41449,41471,20.38,20.51,20.36,20.40,27.98,25.45,24.33,0.47,000000000
12208643,41455,41428,41436,41437,41463,41434,41413,41453,41456,41417,41467,41451,41474,41560,41553,41568,41569,41585,41538,41549,41499,41542,41448,41472,20.37,20.52,20.36,20.40,27.99,25.46,24.33,0.42,000000000
12208866,41456,41431,41434,41439,41465,41436,41413,41454,41456,41417,41466,41448,41475,41559,41555,41565,41570,41587,41538,41549,41499,41542,41450,41472,20.37,20.51,20.36,20.40,27.98,25.45,24.33,0.46,000000000
12209089,41456,41428,41435,41438,41465,41437,41413,41454,41458,41418,41466,41449,41475,41559,41555,41566,41571,41586,41539,41548,41500,41541,41450,41471,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.48,000000000
12209312,41454,41428,41435,41439,41466,41436,41413,41454,41456,41416,41468,41447,41475,41560,41554,41566,41569,41587,41538,41549,41498,41542,41448,41472,20.37,20.52,20.36,20.40,27.98,25.45,24.33,0.42,000000000
12209535,41455,41429,41435,41438,41464,41436,41413,41456,41456,41416,41467,41452,41473,41560,41554,41565,41571,41585,41538,41549,41499,41541,41449,41473,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.42,000000000
12209758,41454,41429,41434,41437,41465,41435,41412,41454,41457,41416,41465,41449,41474,41559,41554,41568,41571,41585,41539,41549,41497,41544,41449,41473,20.38,20.52,20.36,20.39,27.99,25.45,24.33,0.46,000000000
12209981,41454,41429,41435,41437,41464,41438,41413,41454,41457,41415,41467,41449,41474,41558,41553,41566,41571,41585,41538,41549,41499,41542,41449,41471,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.45,000000000
12210204,41456,41429,41435,41438,41466,41436,41414,41455,41457,41416,41467,41448,41475,41560,41554,41566,41569,41585,41539,41548,41498,41542,41450,41471,20.38,20.52,20.36,20.40,27.98,25.46,24.34,0.41,000000000
12210427,41455,41428,41435,41439,41465,41437,41414,41455,41458,41417,41467,41449,41474,41558,41554,41565,41568,41585,41538,41549,41499,41543,41449,41472,20.38,20.51,20.36,20.39,27.98,25.45,24.33,0.47,000000000
12210650,41454,41429,41435,41438,41465,41437,41412,41454,41458,41415,41465,41448,41474,41558,41555,41568,41569,41586,41539,41548,41500,41543,41449,41472,20.37,20.51,20.36,20.39,27.98,25.45,24.33,0.44,000000000
12210873,41455,41430,41434,41438,41465,41435,41413,41455,41457,41415,41466,41450,41475,41559,41554,41564,41572,41586,41540,41550,41500,41541,41450,41473,20.37,20.51,20.36,20.39,27.98,25.46,24.33,0.48,000000000
12211096,41453,41429,41435,41439,41465,41434,41413,41453,41457,41415,41467,41447,41475,41559,41555,41567,41570,41586,41539,41548,41498,41542,41448,41470,20.38,20.51,20.36,20.40,27.98,25.46,24.33,0.48,000000000
12211319,41453,41430,41435,41438,41464,41436,41413,41454,41458,41417,41467,41451,41475,41559,41554,41567,41571,41587,41539,41550,41499,41543,41450,41472,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.38,000000000
12211543,41454,41428,41436,41438,41465,41437,41413,41453,41457,41415,41468,41449,41475,41559,41554,41567,41569,41586,41539,41550,41499,41542,41450,41473,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.44,000000000
12211766,41455,41428,41434,41438,41464,41437,41413,41453,41458,41415,41467,41450,41474,41560,41552,41567,41569,41585,41539,41549,41496,41543,41448,41472,20.37,20.52,20.36,20.40,27.98,25.45,24.33,0.49,000000000
12211989,41454,41429,41435,41438,41466,41434,41413,41455,41459,41416,41466,41449,41477,41561,41553,41567,41570,41586,41539,41550,41499,41543,41449,41473,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.51,000000000
12212212,41454,41427,41436,41438,41464,41437,41412,41454,41458,41416,41467,41449,41474,41561,41554,41566,41572,41586,41538,41549,41499,41542,41449,41470,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.46,000000000
12212435,41455,41430,41435,41437,41462,41435,41412,41453,41457,41417,41467,41450,41476,41559,41554,41567,41571,41587,41539,41548,41498,41543,41449,41472,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.50,000000000
12212658,41456,41429,41434,41439,41462,41436,41413,41455,41456,41415,41466,41450,41474,41560,41554,41566,41570,41586,41538,41548,41498,41543,41450,41473,20.38,20.52,20.37,20.40,27.97,25.45,24.33,0.48,000000000
12212881,41455,41429,41435,41439,41466,41436,41413,41454,41457,41416,41466,41447,41474,41560,41553,41567,41571,41586,41538,41549,41499,41542,41450,41472,20.37,20.52,20.36,20.40,27.97,25.45,24.33,0.49,000000000
12213104,41455,41429,41435,41439,41465,41437,41412,41455,41456,41416,41466,41450,41474,41559,41555,41567,41571,41585,41538,41548,41499,41541,41449,41473,20.37,20.52,20.36,20.40,27.98,25.45,24.33,0.47,000000000
12213327,41455,41428,41434,41438,41464,41436,41412,41453,41457,41416,41465,41447,41474,41559,41554,41567,41569,41586,41538,41550,41498,41542,41449,41471,20.38,20.52,20.36,20.39,27.98,25.45,24.33,0.41,000000000
12213550,41456,41429,41434,41437,41465,41435,41413,41454,41458,41415,41467,41449,41475,41561,41555,41567,41571,41588,41538,41549,41499,41542,41449,41472,20.38,20.52,20.36,20.39,27.98,25.45,24.33,0.34,000000000
12213773,41455,41429,41435,41438,41465,41435,41413,41454,41456,41416,41467,41450,41474,41559,41554,41568,41571,41586,41539,41547,41498,41541,41449,41473,20.37,20.52,20.36,20.40,27.98,25.45,24.34,0.47,000000000
12213996,41456,41428,41434,41438,41464,41435,41411,41452,41456,41416,41466,41449,41474,41559,41553,41566,41571,41588,41538,41549,41499,41542,41450,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.34,0.45,000000000
12214219,41454,41430,41434,41438,41464,41435,41414,41455,41456,41417,41468,41449,41474,41560,41553,41567,41569,41585,41538,41547,41497,41542,41447,41471,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.41,000000000
12214442,41455,41428,41434,41438,41464,41436,41411,41453,41457,41415,41466,41449,41475,41560,41556,41566,41571,41586,41537,41548,41500,41543,41449,41472,20.38,20.52,20.36,20.39,27.98,25.45,24.33,0.44,000000000
12214665,41455,41429,41435,41438,41465,41437,41413,41454,41457,41415,41467,41447,41473,41562,41554,41565,41570,41587,41539,41550,41498,41543,41448,41471,20.37,20.51,20.36,20.39,27.98,25.45,24.33,0.47,000000000
12214888,41455,41428,41433,41438,41464,41437,41413,41454,41456,41416,41467,41450,41475,41560,41554,41565,41568,41586,41538,41548,41499,41542,41448,41470,20.37,20.51,20.37,20.40,27.98,25.45,24.33,0.42,000000000
12215111,41455,41429,41435,41438,41465,41435,41413,41453,41457,41417,41469,41450,41475,41558,41554,41568,41570,41586,41539,41548,41498,41542,41448,41472,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.47,000000000
12215334,41455,41430,41435,41439,41464,41437,41413,41456,41459,41418,41465,41450,41475,41558,41552,41566,41569,41586,41536,41548,41498,41541,41448,41472,20.38,20.51,20.36,20.39,27.98,25.45,24.33,0.46,000000000
12215557,41455,41428,41435,41439,41466,41435,41412,41455,41457,41416,41466,41450,41475,41559,41553,41567,41569,41586,41538,41548,41498,41543,41448,41473,20.37,20.52,20.36,20.39,27.98,25.45,24.33,0.47,000000000
12215780,41454,41427,41434,41437,41464,41436,41412,41454,41456,41416,41467,41448,41474,41560,41554,41568,41570,41586,41537,41549,41499,41541,41449,41472,20.38,20.51,20.37,20.40,27.98,25.45,24.33,0.40,000000000
12216003,41454,41429,41435,41438,41465,41435,41413,41453,41457,41416,41468,41448,41473,41559,41556,41566,41570,41586,41537,41547,41498,41542,41449,41472,20.38,20.52,20.36,20.39,27.97,25.45,24.33,0.44,000000000
12216226,41455,41429,41435,41440,41465,41438,41413,41454,41459,41415,41467,41449,41474,41559,41553,41567,41570,41587,41539,41547,41499,41543,41449,41472,20.38,20.51,20.36,20.39,27.98,25.45,24.33,0.45,000000000
12216449,41453,41429,41435,41437,41464,41435,41412,41454,41456,41416,41466,41448,41474,41559,41553,41567,41570,41586,41539,41549,41498,41543,41449,41472,20.38,20.52,20.36,20.40,27.98,25.45,24.33,0.43,000000000
12216672,41455,41429,41435,41438,41464,41436,41412,41453,41455,41417,41466,41450,41473,41559,41553,41566,41570,41585,41537,41548,41499,41542,41449,41473,20.37,20.51,20.36,20.40,27.97,25.46,24.33,0.49,000000000
12216895,41455,41429,41435,41438,41463,41436,41414,41455,41457,41416,41469,41449,41474,41560,41554,41567,41572,41589,41539,41549,41499,41541,41449,41472,20.37,20.51,20.36,20.40,27.98,25.46,24.33,0.51,000000000
12217118,41455,41431,41434,41439,41466,41436,41413,41455,41455,41416,41467,41449,41475,41562,41554,41567,41570,41584,41539,41548,41498,41541,41449,41471,20.37,20.51,20.36,20.39,27.97,25.45,24.32,0.39,000000000
12217341,41455,41428,41435,41438,41464,41436,41414,41453,41457,41414,41467,41448,41475,41561,41554,41567,41570,41585,41538,41548,41498,41543,41448,41472,20.37,20.51,20.36,20.39,27.98,25.45,24.33,0.48,000000000
12217564,41454,41428,41435,41438,41466,41436,41413,41454,41456,41416,41466,41450,41474,41558,41553,41567,41569,41585,41539,41549,41498,41543,41449,41472,20.38,20.52,20.36,20.39,27.98,25.46,24.33,0.44,000000000
12217787,41456,41429,41434,41440,41464,41435,41414,41456,41456,41418,41467,41449,41473,41560,41555,41567,41571,41585,41539,41549,41498,41542,41449,41471,20.37,20.52,20.36,20.40,27.97,25.45,24.33,0.49,000000000
12218010,41454,41428,41434,41438,41465,41436,41413,41455,41457,41416,41468,41450,41474,41561,41552,41567,41569,41587,41538,41548,41498,41541,41450,41472,20.37,20.51,20.36,20.39,27.97,25.45,24.33,0.51,000000000
12218233,41455,41427,41432,41436,41463,41437,41414,41454,41456,41416,41465,41448,41475,41560,41554,41568,41569,41587,41537,41547,41498,41543,41448,41473,20.37,20.51,20.36,20.39,27.97,25.46,24.33,0.47,000000000
12218456,41456,41429,41433,41439,41464,41437,41414,41454,41457,41416,41467,41449,41474,41558,41554,41567,41569,41585,41538,41547,41497,41540,41448,41472,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.39,000000000
12218679,41454,41428,41432,41439,41465,41436,41413,41455,41457,41416,41468,41449,41474,41560,41554,41567,41569,41586,41538,41549,41498,41541,41448,41471,20.37,20.52,20.36,20.39,27.98,25.46,24.33,0.43,000000000
12218902,41455,41429,41435,41437,41465,41435,41413,41454,41457,41415,41467,41449,41474,41559,41555,41566,41571,41586,41537,41549,41498,41543,41451,41472,20.37,20.51,20.36,20.40,27.98,25.45,24.33,0.44,000000000
12219125,41454,41427,41435,41440,41466,41437,41414,41454,41457,41417,41468,41449,41474,41558,41552,41567,41570,41588,41538,41547,41498,41542,41448,41474,20.38,20.51,20.36,20.39,27.97,25.45,24.33,0.47,000000000
12219348,41453,41428,41434,41439,41465,41435,41412,41455,41457,41416,41468,41449,41474,41559,41554,41567,41569,41585,41539,41549,41498,41543,41448,41470,20.38,20.52,20.36,20.39,27.97,25.46,24.34,0.46,000000000
12219571,41454,41430,41435,41440,41465,41436,41413,41454,41457,41416,41467,41450,41474,41559,41553,41567,41568,41585,41536,41548,41498,41543,41448,41471,20.37,20.52,20.36,20.39,27.97,25.45,24.33,0.43,000000000
12219794,41455,41427,41433,41438,41464,41437,41412,41454,41457,41415,41468,41450,41475,41560,41553,41566,41568,41587,41538,41548,41498,41543,41448,41472,20.37,20.51,20.36,20.39,27.97,25.45,24.33,0.41,000000000
12220017,41456,41428,41435,41438,41466,41437,41413,41453,41458,41416,41467,41450,41474,41559,41554,41565,41568,41585,41537,41548,41498,41540,41449,41473,20.37,20.52,20.36,20.39,27.97,25.45,24.33,0.42,000000000
12220240,41455,41427,41436,41438,41465,41438,41413,41453,41457,41416,41467,41452,41476,41560,41555,41568,41570,41586,41538,41549,41498,41541,41448,41473,20.38,20.51,20.36,20.39,27.97,25.45,24.33,0.50,000000000
12220845,41455,41429,41433,41437,41464,41436,41413,41455,41456,41415,41466,41451,41473,41559,41554,41567,41571,41586,41536,41548,41500,41543,41450,41471,20.37,20.51,20.36,20.39,27.98,25.45,24.33,0.44,000000000
